Date,Headlines,Summary,Article
"Mar 12, 2021",Finance ministry asks Sebi to withdraw new order on bond valuation,"In a big development, finance ministry has overridden Sebi’s recent order asking mutual funds to treat AT1 bonds as 100 year instruments from next month. In a memorandum to Sebi, the finance ministry ...",
"Mar 12, 2021",PI Industries Ltd.  decline  0.67% as Sensex  climbs ,"The stock traded at a P/E multiple of 51.61, while the price-to-book value ratio stood at 6.16.","Shares of PI Industries Ltd. traded at Rs 2275.55 on BSE at 01:15PM (IST) on Friday, down 0.67 per cent from previous close. 

 The scrip quoted a 52-week low price of Rs 973.7 and a high of Rs 2544.0. 

 Earlier, the stock saw a gap up opening in the morning. 

 A total of 3,907 lakh shares changed hands on the counter till 01:15PM (IST). 

 The stock of PI Industries Ltd. commanded a market value of Rs 34536.05 crore, according to BSE. 

 The stock traded at a price-to-earning (P/E) multiple of 51.61, while the price-to-book value ratio stood at 6.16. Return on equity (ROE) was at 17.46 per cent, according to exchange data. 

 In the BSE500 pack, 313 stocks traded in the green, while 187 stocks were in the red. 

 The stock's beta value, which measures volatility in relation to the broader market, stood at 0.56. 


 Promotor/FII Holding
 Promoters held 46.75 per cent in PI Industries Ltd. as of 31-Dec-2020 while foreign portfolio investors and domestic institutional investors owned 19.51 per cent and 16.19 per cent, respectively. 


Moving averages The 200-DMA of the stock stood at 2030.8 on March 12, while the 50-DMA was at 2222.02. If a stock trades below 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered as bearish trend and if trades between 50-DMA and 200-DMA, then it suggests the stock can go either way.
"
"Mar 12, 2021",Operations risk emerges as key concern for Indian bluechips,Operations include everything from procuring the raw materials to selling the end products. For the services industry it includes the cycle of getting business to executing the task. ,"Mumbai: ‘Operations risk’ has emerged as one of the key concerns for India’s bluechip companies as the outbreak of Covid-19 pandemic has disrupted the client and supply chains across the globe. According to a survey conducted by Excellence Enablers – a corporate governance firm founded by former Securities and Exchange Board of India(Sebi) chairman M Damodaran – 46 out of the Nifty Fifty companies have reported Operations risk as a key concern in their FY20 annual reports. In FY19, only 29 companies viewed operations as a risk area.

Operations include everything from procuring the raw materials to selling the end products. For the services industry it includes the cycle of getting business to executing the task. While the risk may be on account of disruptions due to the pandemic and lockdowns, companies have been conservative when it comes to terming Covid-19 itself as a risk.

“It is interesting to note that in FY 2019-20, with annual reports being published several months post the closure of the FY, only 28 companies have recognised Covid-19 as a risk,” the report said.

According to the report, Financial risk is the most prominently featured risk by the companies as all the 50 under study have mentioned it as a key risk. The number was 48 in FY19. Financial risk involves risks related to credit, market liquidity, interest rates and foreign exchange rates.

In FY20, IT risks took a backseat with only 42 companies calling it a risk against 46 in FY19. IT risks include issues such as data privacy, cyber threats, and other system related issues. This is a key component for services companies including the banks and IT companies.


"
"Mar 12, 2021",Stock market update: Pharma stocks slip; Dr Reddy's Lab sheds over 1%,The Nifty Pharma index was trading 0.36 per cent down at 12268.55.,"NEW DELHI: Pharma stocks were trading with cuts at 01:30PM (IST) on Friday. 

 Shares of Dr Reddy's Laboratories (down 1.12 per cent), Sun Pharmaceutical Industries (down 1.02 per cent), Lupin (down 0.61 per cent), Cadila Healthcare (down 0.54 per cent) and Aurobindo Pharma (down 0.51 per cent) were the top losers in the index.

 While Alkem Laboratories (up 1.5 per cent), Torrent Pharmaceuticals (up 1.3 per cent) and Divi's Laboratories (up 0.55 per cent) were among the top gainers. 

 The Nifty Pharma index was trading 0.36 per cent down at 12268.55 around 01:30PM. 

 Benchmark NSE Nifty50 index was up 23.00 points at 15197.8, while the BSE Sensex was up 110.37 points at 51389.88. 

 Among the 50 stocks in the Nifty index, 27 were trading in the green, while 23 were in the red. 

 Shares of Tata Power, IDBI Bank, Vodafone Idea, BHEL and YES Bank were among the most traded shares on the NSE. 

 Shares of Indian Energy Exchange, Welspun India, Can Fin Homes, Poly Medicure and Orchid Pharma hit their fresh 52week high in today's trade, while Shrenik Ltd., Bannari Amman Spinning Mills Ltd. and Marine Electricals (India) Ltd. hit fresh 52week low in trade.
"
"Mar 12, 2021",Share price of Pidilite Industries Ltd.  rises  as Nifty  strengthens ,"A total of 14,590 shares changed hands on the counter till 01:09PM (IST).","Shares of Pidilite Industries Ltd. gained 0.21 per cent to Rs 1739.8 in Friday's trade as of 01:09PM (IST). 

 The stock hit a high price of Rs 1745.95 and low of Rs 1732.0 during the session. 

 The return on equity (ROE) for the stock stood at 25.11 per cent. Traded volume on the counter stood at 01:09PM shares and turnover at Rs 2.53 crore around that time. 

 The stock of Pidilite Industries Ltd. quoted a 52-week high and 52-week low prices of Rs 1849.9 and Rs 1186.05, respectively. 

 The Beta value of the counter, which measures its volatility in relation to the broader market, stood at 1.04. 


Promotor/FII Holding
 Promoters held 70.19 per cent stake in the company as of 31-Dec-2020, while FIIs held 11.39 per cent and domestic institutional investors had 4.21 per cent. 


Key Financials
 The company reported consolidated sales of Rs 2319.4 crore for the quarter ended 31-Dec-2020, up 21.94 per cent from previous quarter's Rs 1902.02 crore and up 17.95 per cent from the year-ago quarter's Rs 1966.42 crore. 

 Net profit after tax for the latest quarter stood at Rs 441.83 crore, up 29.27 per cent from the same quarter a year ago.
"
"Mar 12, 2021",Stock market update: FMCG stocks down; Colgate Palmolive sheds 1%,The Nifty FMCG index was trading 0.22 per cent down at 33329.05.,"NEW DELHI: FMCG stocks were trading lower at 01:11PM (IST) on Friday. 

 Shares of Colgate Palmolive (India) (down 1.07 per cent), Dabur India (down 0.81 per cent), Britannia Industries (down 0.61 per cent), United Breweries (down 0.51 per cent) and Marico (down 0.46 per cent) were the top losers in the index.

 While Emami (up 0.44 per cent), Godrej Consumer Products (up 0.35 per cent), ITC (up 0.17 per cent) and P&G Hygiene (up 0.02 per cent) were among the top gainers.

 The Nifty FMCG index was trading 0.22 per cent down at 33329.05 around 01:11PM. 

 Benchmark NSE Nifty50 index was up 47.00 points at 15221.8, while the BSE Sensex was up 180.26 points at 51459.77. 

 Among the 50 stocks in the Nifty index, 29 were trading in the green, while 21 were in the red. 

 Shares of Tata Power, IDBI Bank, Vodafone Idea, BHEL and YES Bank were among the most traded shares on the NSE. 

 Shares of Welspun India, Indian Energy Exchange, Can Fin Homes, Infibeam Avenues and Orchid Pharma hit their fresh 52week high in today's trade, while Shrenik Ltd., Bannari Amman Spinning Mills Ltd. and Marine Electricals (India) Ltd. hit fresh 52week low in trade.
"
"Mar 12, 2021",Share price of Crompton Greaves Consumer Electricals Ltd.  falls  as Sensex  gains  176.85 points,"Promoters held 0.0 per cent stake in the company as of 31-Dec-2020, while FII and DII ownership stood at 34.33 per cent and 27.69 per cent, respectively.","The share price of Crompton Greaves Consumer Electricals Ltd. dropped 3.51 per cent to Rs 404.7 at 01:04PM (IST) in Friday's trade. The stock has hit a high of Rs 420.5 and low of Rs 402.35 so far during the session. The stock had closed at Rs 419.4 in the previous session. 

 The counter has had a total traded volume of 31735 shares so far with a value of Rs 1.3 crore on the NSE. It traded at a price-to-earnings multiple of 53.8 and a price-to-book ratio of 8.92. 

 A higher P/E ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations. 

 The price-to-book value indicates the inherent value of a company and reflects the price investors are willing to pay even for no growth in the business. 

 The scrip gained 63.91 per cent during the past one year, while the 30-share index advanced 25.02 per cent during the same period. 

 Crompton Greaves Consumer Electricals Ltd. belongs to the Electronics/Electricals industry. 


 Promotor/FII Holding
 Promoters held 0.0 per cent stake in the company as of 31-Dec-2020, while FIIs and domestic institutional investors ownership stood at 34.33 per cent and 27.69 per cent, respectively. 


 Key Financials
 The firm reported consolidated net sales of Rs 1368.06 crore for the quarter ended 31-Dec-2020, up 11.24 per cent from the previous quarter's Rs 1229.87 crore and up 25.64 per cent from the year-ago quarter's Rs 1088.83 crore. 

 Profit for the latest quarter stood at Rs 151.09 crore, down 6.14 per cent from the same quarter a year ago.
"
"Mar 12, 2021",Petronet LNG Ltd. shares  down  0.79% as Nifty  gains ,"A total of 77,933 shares changed hands on the counter till 12:59PM (IST).","NEW DELHI: Shares of Petronet LNG Ltd. traded 0.79 per cent down in Friday's trade at 12:59PM (IST). Around 77,933 shares changed hands on the counter. 

 The counter opened at Rs 245.5 and touched an intraday high and low of Rs 248.8 and Rs 244.7, respectively, in the session so far. The stock of Petronet LNG Ltd. quoted a 52-week high of Rs 280.0 and a 52-week low of Rs 170.75. 

 Total market cap of the Petronet LNG Ltd. stood at Rs 36795.0 crore at the time of writing this report. 


 Key Financials
 The company reported consolidated sales of Rs 7427.9 crore for the quarter ended 31-Dec-2020, up 16.47 per cent from previous quarter's Rs 6377.66 crore and up 17.42 per cent from the year-ago quarter's Rs 8994.39 crore. 

 The net profit for latest quarter stood at Rs 882.05 crore, up 29.86 per cent from the same quarter a year ago. 


 Shareholding pattern
 As of 31-Dec-2020, DIIs held 7.0 per cent stake in the company, while foreign institutional investors held 29.49 per cent and the promoters 50.0 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a P/E multiple of 13.76 and a price-to-book ratio of 2.7. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Petronet LNG Ltd. belongs to the Gas Storage & Distribution industry.
"
"Mar 12, 2021",Bosch Ltd. shares  down  0.36% as Nifty  gains ,A total of 936 shares changed hands on the counter till 12:53PM (IST).,"NEW DELHI: Shares of Bosch Ltd. traded 0.36 per cent down in Friday's trade at 12:53PM (IST). Around 936 shares changed hands on the counter. 

 The counter opened at Rs 15034.8 and touched an intraday high and low of Rs 15100.0 and Rs 14936.05, respectively, in the session so far. The stock of Bosch Ltd. quoted a 52-week high of Rs 16900.0 and a 52-week low of Rs 7874.0. 

 As per BSE, the total market cap of the Bosch Ltd. stood at Rs 44140.48 crore at the time of writing this report. 


 Key Financials
 The company reported consolidated sales of Rs 3140.96 crore for the quarter ended 31-Dec-2020, up 21.71 per cent from previous quarter's Rs 2580.66 crore and up 17.35 per cent from the year-ago quarter's Rs 2676.58 crore. 

 The net profit for latest quarter stood at Rs 184.25 crore, down 3.15 per cent from the same quarter a year ago. 


 Shareholding pattern
 As of 31-Dec-2020, domestic institutional investors held 2.86 per cent stake in the firm, while foreign institutional investors held 4.64 per cent and the promoters 2.78 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a P/E multiple of 553.56 and a price-to-book ratio of 3.0. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Bosch Ltd. belongs to the Auto Ancl - Engine Parts industry.
"
"Mar 12, 2021",Stock market update: Auto stocks fall; Maruti Suzuki slips nearly 2%,The Nifty Auto index was trading 0.64 per cent down at 10491.2.,"NEW DELHI: Auto stocks were trading on a negative note at 01:03PM (IST) on Friday. 

 Shares of Maruti Suzuki (down 1.72 per cent), Hero MotoCorp (down 1.68 per cent), Bajaj Auto (down 1.49 per cent), TVS Motor Company (down 1.19 per cent) and Eicher Motors (down 0.96 per cent) were the top losers in the index.

 While MRF (up 1.19 per cent), Amara Raja Batteries (up 0.92 per cent), Ashok Leyland (up 0.89 per cent), Exide Industries (up 0.44 per cent) and Balkrishna Industries (up 0.33 per cent) were among the top gainers. 

 The Nifty Auto index was trading 0.64 per cent down at 10491.2 around 01:03PM. 

 Benchmark NSE Nifty50 index was up 47.55 points at 15222.35, while the BSE Sensex was up 177.72 points at 51457.23. 

 Among the 50 stocks in the Nifty index, 29 were trading in the green, while 21 were in the red. 

 Shares of Tata Power, IDBI Bank, Vodafone Idea, BHEL and YES Bank were among the most traded shares on the NSE. 

 Shares of Welspun India, Indian Energy Exchange, Can Fin Homes, Orchid Pharma and Tata Power hit their fresh 52week high in today's trade, while Shrenik Ltd., Bannari Amman Spinning Mills Ltd. and Marine Electricals (India) Ltd. hit fresh 52week low in trade.
"
"Mar 12, 2021",Bajaj Holdings & Investment Ltd. stock price  up  0.48 per cent as Sensex  climbs ,"As of 31-Dec-2020, promoters held 49.95 per cent stake in the company, while FIIs held 14.52 per cent and domestic institutional investors had 1.51 per cent.","Shares of Bajaj Holdings & Investment Ltd. rose 0.48 per cent to Rs 3610.0 at 12:48PM hours (IST) on Friday. Earlier in the day, the stock saw a gap up start to the session. 

 As per data available on BSE, total traded quantity on the counter stood at 366 shares with a turnover of Rs 0.13 crore till 12:48PM (IST). The stock traded at a price-to-earnings (P/E) multiple of 13.11, while the price-to-book value ratio stood at 0.72. 

 Return on equity (ROE) was at 10.77 per cent, according to exchange data. The stock hit an intraday high of Rs 3620.35 and a low of Rs 3595.75 during the session and quoted a 52-week high price of Rs 3784.8 and a 52-week low of Rs 1471.85. 

 The stock's beta value, which measures its volatility in relation to the broader market, stood at 0.71. 


 Technical Indicators

 The 200-DMA (day moving average) of the stock stood at Rs 2829.91 on March 12, while the 50-DMA was at Rs 3406.57. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered a bearish trend. If it trades between 50-DMA and 200-DMA, then it suggests the stock can go either way. 

 The Relative Strength Index (RSI) of the stood at 57.31. The RSI oscillates between zero and 100. Traditionally, a stock is considered overbought when the RSI value stands above 70 and oversold when it is below 30. 


 Promoter holding 

 As of 31-Dec-2020, promoters held 49.95 per cent stake in the company, while FIIs held 14.52 per cent and domestic institutional investors had 1.51 per cent.
"
"Mar 12, 2021",Torrent Pharmaceuticals Ltd. shares  rise  1.24% as Nifty  gains ,The stock quoted a 52-week high price of Rs 3040.0 and a 52-week low of Rs 1619.0.,"Shares of Torrent Pharmaceuticals Ltd. traded 1.24 per cent up at Rs 2475.25 on Friday at around 12:27PM (IST), while the benchmark BSE Sensex advanced 204.47 points to 51483.98. 

 As many as 7,388 shares changed hands on the counter with a total value of Rs 1.81 crore. 

 The stock quoted a 52-week high price of Rs 3040.0 and a 52-week low of Rs 1619.0. 

 On the technical charts, the 200-DMA of the stock stood at Rs 2631.09, while 50-DMA was at Rs 2624.7. If a stock trades above 50 DMA and 200 DMA, it usually means the immediate trend is up. On the other hand, if the stock trades below 50 DMA and 200 DMA both, it is considered a bearish trend and if it trades between 50DMA and 200DMA, then it suggests the stock can go anywhere. 

 Shares of the company have advanced 24.69 per cent in the past one year, while Sensex has risen 25.07 per cent during the same period. 

 According to BSE data, the stock trades at a price-to-earnings multiple of 33.84 and a price-to-book ratio of 6.92. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price to book value indicates the inherent value of a company and reflects the price that investors are ready to pay even for no growth in a business. The stock belongs to the Pharma - Indian industry.
"
